input_text,target_text
watch lunch home,Watch lunch at home
help mom store,Help mom at the store
i want shirt fun,I want a fun shirt
you see game mall,You see a game at the mall
she eat lunch beach,She eats lunch at the beach
we go park tired,We go to the park tiredly
he need book home,He needs a book at home
they watch dog city,They watch a dog in the city
mom play game beach,Mom plays a game at the beach
dad see lunch park,Dad sees lunch in the park
friend buy coffee mall,Your friend buys coffee at the mall
teacher eat food home,The teacher eats food at home
i like lunch busy,I like a quick lunch
you call brother beach,You call your brother from the beach
she see book store,She sees a book at the store
he go mall happy,He goes to the mall happily
we eat food park,We eat food in the park
they see shirt home,They see a shirt at home
sister go beach busy,Sister goes to the beach busily
brother watch game mall,Brother watches a game at the mall
neighbor run park happy,The neighbor runs in the park happily
kid eat dinner city,The kid eats dinner in the city
eat breakfast mall,Eat breakfast at the mall
buy shirt park,Buy a shirt at the park
call dad beach,Call dad from the beach
watch movie city,Watch a movie in the city
i go home fun,I go home for fun
you eat lunch tired,You eat lunch tiredly
she want game busy,She wants a quick game
we play dog store,We play with a dog at the store
he buy lunch beach,He buys lunch at the beach
they see book mall,They see a book at the mall
mom watch dog home,Mom watches a dog at home
dad run city fun,Dad runs in the city for fun
friend eat apple beach,Your friend eats an apple at the beach
teacher buy game park,The teacher buys a game at the park
i like coffee new,I like a new coffee
you see shirt park,You see a shirt in the park
she go park happy,She goes to the park happily
he watch movie beach,He watches a movie at the beach
we play ball city,We play with a ball in the city
they eat lunch mall,They eat lunch at the mall
mom buy shirt park,Mom buys a shirt at the park
dad see game store,Dad sees a game at the store
friend run home fun,Your friend runs home for fun
teacher eat breakfast city,The teacher eats breakfast in the city
i need lunch new,I need a new lunch
you call mom mall,You call mom from the mall
she like shirt busy,She likes a quick shirt
he go store fun,He goes to the store for fun
we eat food beach,We eat food on the beach
they see dog park,They see a dog in the park
sister buy book mall,Sister buys a book at the mall
brother watch lunch home,Brother watches lunch at home
neighbor go beach tired,The neighbor goes to the beach tiredly
kid eat food city,The kid eats food in the city
go home,Go home
buy coffee mall,Buy coffee at the mall
watch shirt beach,Watch a shirt at the beach
help sister home,Help your sister at home
i want game fun,I want a fun game
you see lunch store,You see lunch at the store
she run park busy,She runs in the park busily
we go city happy,We go to the city happily
he need shirt beach,He needs a shirt at the beach
they watch game mall,They watch a game at the mall
mom play dog park,Mom plays with a dog in the park
dad eat lunch store,Dad eats lunch at the store
friend buy game beach,Your friend buys a game at the beach
teacher see dog home,The teacher sees a dog at home
i like book tired,I like a book tiredly
you call sister park,You call your sister from the park
she see game city,She sees a game in the city
he go home happy,He goes home happily
we eat breakfast park,We eat breakfast in the park
they see shirt store,They see a shirt at the store
sister go mall fun,Sister goes to the mall for fun
brother eat apple beach,Brother eats an apple at the beach
neighbor watch movie park,The neighbor watches a movie in the park
kid run home tired,The kid runs home tiredly
eat dinner beach,Eat dinner at the beach
buy shirt mall,Buy a shirt at the mall
call dad park,Call dad from the park
watch game city,Watch a game in the city
i go beach fun,I go to the beach for fun
you eat food happy,You eat food happily
she want lunch fun,She wants a fun lunch
we play ball beach,We play with a ball on the beach
he see dog city,He sees a dog in the city
they buy coffee park,They buy coffee at the park
mom watch game mall,Mom watches a game at the mall
dad play ball beach,Dad plays with a ball on the beach
friend go store happy,Your friend goes to the store happily
teacher eat food park,The teacher eats food in the park
i run home fun,I run home for fun
you need book mall,You need a book at the mall
she call dad beach,She calls dad from the beach
he like game new,He likes a new game
we go park tired,We go to the park tiredly
they eat lunch home,They eat lunch at home
sister see shirt park,Sister sees a shirt in the park
brother buy lunch city,Brother buys lunch in the city
neighbor watch dog mall,The neighbor watches a dog at the mall
kid go beach busy,The kid goes to the beach busily
go store,Go to the store
buy shirt park,Buy a shirt at the park
watch lunch beach,Watch lunch at the beach
help mom city,Help mom in the city
i want coffee fun,I want a fun coffee
you see game park,You see a game in the park
she eat lunch mall,She eats lunch at the mall
we go home happy,We go home happily
he need shirt city,He needs a shirt in the city
they watch movie park,They watch a movie in the park
mom play game beach,Mom plays a game at the beach
dad see lunch home,Dad sees lunch at home
friend eat breakfast store,Your friend eats breakfast at the store
teacher buy coffee mall,The teacher buys coffee at the mall
i like shirt new,I like a new shirt
you call brother beach,You call your brother from the beach
she see book park,She sees a book in the park
he go mall fun,He goes to the mall for fun
we eat food city,We eat food in the city
they see dog store,They see a dog at the store
sister go park tired,Sister goes to the park tiredly
brother watch game beach,Brother watches a game at the beach
neighbor run mall fun,The neighbor runs to the mall for fun
kid eat lunch park,The kid eats lunch in the park
eat breakfast home,Eat breakfast at home
buy book beach,Buy a book at the beach
call sister mall,Call your sister from the mall
watch shirt city,Watch a shirt in the city
i go mall happy,I go to the mall happily
you eat dinner fun,You eat dinner for fun
she want game tired,She wants a game tiredly
we play dog mall,We play with a dog at the mall
he buy shirt park,He buys a shirt at the park
they see lunch beach,They see lunch at the beach
mom eat lunch park,Mom eats lunch in the park
dad watch shirt mall,Dad watches a shirt at the mall
friend buy game home,Your friend buys a game for home
teacher go beach happy,The teacher goes to the beach happily
i play ball store,I play with a ball at the store
you see dog park,You see a dog in the park
she need lunch city,She needs lunch in the city
he run home fun,He runs home for fun
we call mom mall,We call mom from the mall
they like coffee busy,They like a quick coffee
sister go store fun,Sister goes to the store for fun
brother eat food park,Brother eats food in the park
neighbor watch game city,The neighbor watches a game in the city
kid go mall tired,The kid goes to the mall tiredly
go park,Go to the park
buy shirt home,Buy a shirt for home
watch game beach,Watch a game at the beach
help sister store,Help your sister at the store
i want book fun,I want a fun book
you see shirt mall,You see a shirt at the mall
she eat breakfast beach,She eats breakfast at the beach
we go city busy,We go to the city busily
he need game park,He needs a game at the park
they watch dog home,They watch a dog at home
mom play ball mall,Mom plays with a ball at the mall
